Periode,Nama hari,Gold price,Minyak,Suku bunga,Inflasi
2024-08-24,,1982.423583984375,84.45638206445474,4.9021817094884605,303.2363232969337
2024-08-25,,1979.7271728515625,84.44970429288342,4.846739859264696,305.96621841500405
2024-08-25,,1923.7945556640625,75.4315499970737,5.283322808376422,295.28548209832445
2024-08-25,,2053.689208984375,77.86092247634978,5.0785606726401085,324.6209382221778
2024-08-25,,2062.805908203125,82.66822785460977,4.79180387137789,318.0670445649605
2024-08-26,,1923.4720458984373,75.82060740134578,5.326870364598456,295.36915760912404
2024-08-26,,2062.088623046875,84.82723182771133,4.783367179240364,317.5582343582634
2024-08-26,,2054.93701171875,78.132801451673,5.043855561402172,319.7219942550024
2024-08-26,,1976.9224853515625,82.52693005295535,4.831057705492697,307.2453866459469
2024-08-27,,1974.3304443359373,83.23320866157212,4.805103178288891,307.6394959080301
2024-08-27,,1923.1639404296875,75.31958824499094,5.311762954665185,291.2567578036629
2024-08-27,,2061.191162109375,85.55870999439453,4.7311547826912745,310.9522211696863
2024-08-27,,2055.826171875,77.04483891395837,4.928776833144786,316.9962835008209
2024-08-28,,2059.926025390625,84.43282928376786,4.708713991108612,311.988033067025
2024-08-28,,1972.013916015625,82.70816847068895,4.835366645608751,299.323837063972
2024-08-28,,1922.4517822265625,76.32531805551945,5.371039459231538,296.00379893014167
2024-08-28,,2056.33642578125,76.46192688536102,5.0061016911364815,323.4461528439433
2024-08-29,,2056.829833984375,76.28466717459749,4.974328258555626,323.83647914430736
2024-08-29,,1969.2188720703125,80.97017944074038,4.874893555566581,297.1606326301101
2024-08-29,,1921.7421875,75.47049593427028,5.346592847309339,298.2317994882031
2024-08-29,,2058.4228515625,85.9962795794483,4.69432983685712,311.98209847964097
2024-08-30,,1965.7987060546875,79.37792836430381,4.877251667233196,299.31835350724134
2024-08-30,,2057.34716796875,76.43227083205082,5.001503085698018,325.1070854901027
2024-08-30,,2056.66162109375,86.01109239022513,4.726850940544644,310.1638276966495
2024-08-30,,1921.5194091796875,75.05577157148574,5.225679762133766,298.4309260420415
2024-08-31,,2054.57275390625,85.53596849324103,4.67737422901637,307.7989054866508
2024-08-31,,1962.2296142578125,79.86119368950807,4.850414534524051,296.29583530432984
2024-08-31,,2057.875244140625,77.10909455950883,5.052389559676916,322.6310626710165
2024-08-31,,1921.803955078125,75.19360793874459,5.217628095359333,296.93497313184395
2024-07-01,,1974.4779052734375,76.03332510168154,5.168243611516471,298.04981701159477
2024-07-02,,1973.528076171875,77.35018105883562,5.144746185895186,297.95269978861796
2024-07-03,,1971.887939453125,77.56053776460834,5.088369037901038,299.61470762593444
2024-07-04,,1969.835693359375,78.2070009131817,5.150746870353626,299.3302047940587
2024-07-05,,1967.54736328125,77.91190009314145,5.073217267164275,300.9180723961888
2024-07-06,,1965.264404296875,79.2356526219958,5.040499108620987,299.9297940852118
2024-07-07,,1962.9005126953125,79.46521454836764,5.060163263910749,298.8743842765917
2024-07-08,,1960.3839111328125,78.93439686523688,5.046473300768853,298.12153451200265
2024-07-09,,1957.75390625,79.34349477866105,5.039948358286359,296.4950121452424
2024-07-10,,1954.8841552734375,79.4707489671619,5.062037352025511,300.4033374059649
2024-07-11,,1952.204345703125,79.14788845085619,5.121468801425397,304.93282777543675
2024-07-12,,1950.348388671875,79.02823547732855,5.1132688522449525,312.77549957374316
2024-07-13,,1950.0595703125,79.71791054204976,5.191025306979452,316.38202453982603
2024-07-14,,1951.5709228515625,78.54215157382151,5.257575892877097,316.85046726789056
2024-07-15,,1954.7083740234375,78.20244925554022,5.241741696539688,310.91206012323823
2024-07-16,,1958.5291748046875,78.51022731353123,5.230969605538095,303.78002518978826
2024-07-17,,1961.8839111328125,80.13451182702197,5.240484013912405,306.58310417043646
2024-07-18,,1964.7615966796875,81.23209143353115,5.331144408003308,307.0365649053031
2024-07-19,,1967.310546875,81.80331468684416,5.364786962901534,306.9992567577501
2024-07-20,,1969.5423583984375,82.26270591960798,5.3581646463486745,305.30017906424973
2024-07-21,,1971.28955078125,83.32492367329003,5.295961378100106,312.26327496002364
2024-07-22,,1973.1217041015625,83.69993232782092,5.28822295550542,310.23956919069167
2024-07-23,,1974.972900390625,84.49448498119327,5.309335279792855,312.24942467381084
2024-07-24,,1976.88330078125,86.25534442020822,5.384194758221583,309.4776569358123
2024-07-25,,1978.5579833984375,85.6396855838607,5.328012449060316,310.0283910755329
2024-07-26,,1980.0020751953125,84.24719477391271,5.194037125330948,309.4596093151471
2024-07-27,,1981.2340087890625,83.79079149022088,5.24124847830194,313.03916728714137
2024-07-28,,1982.5931396484375,83.78099567239744,5.314517328001191,315.5366409232684
2024-07-29,,1984.3900146484375,83.76860834984589,5.3076797804142615,312.3891767407177
2024-07-30,,1986.2735595703125,82.16406869354589,5.279804340110346,313.57341533915667
2024-07-31,,1988.26953125,81.85550122064693,5.2754436981590445,317.0302757661334
